"SALESORDERID","DELIVERYDATE","CREATIONDATE","LEADTIME","FULLNAME","PARTNERID","PRODUCTID","NETAMOUNT","TAXAMOUNT"
"0500000084","2018-07-20","2018-05-19",62,"Haseena al Yousuf","0100000027","RO-1001",459.375,65.625
"0500000084","2018-07-20","2018-05-19",62,"Haseena al Yousuf","0100000027","RC-1057",4374.125,624.875
"0500000084","2018-07-20","2018-05-19",62,"Haseena al Yousuf","0100000027","DB-1083",1049.125,149.875
"0500000084","2018-07-20","2018-05-19",62,"Haseena al Yousuf","0100000027","EB-1133",1968.75,281.25
"0500000084","2018-07-20","2018-05-19",62,"Haseena al Yousuf","0100000027","CC-1023",1190.875,170.125
"0500000084","2018-07-20","2018-05-19",62,"Haseena al Yousuf","0100000027","RC-1054",4811.625,687.375
"0500000085","2018-07-29","2018-05-21",69,"Janet Gray","0100000002","CC-1022",1050.0,150.0
"0500000085","2018-07-29","2018-05-21",69,"Janet Gray","0100000002","HB-1174",331.625,47.375
"0500000085","2018-07-29","2018-05-21",69,"Janet Gray","0100000002","EB-1134",4200.0,600.0
"0500000085","2018-07-29","2018-05-21",69,"Janet Gray","0100000002","BX-1014",699.125,99.875
"0500000086","2018-07-15","2018-05-23",53,"Kenneth Weise","0100000004","RC-1052",3499.125,499.875
"0500000086","2018-07-15","2018-05-23",53,"Kenneth Weise","0100000004","RO-1001",459.375,65.625
"0500000086","2018-07-15","2018-05-23",53,"Kenneth Weise","0100000004","BX-1013",392.875,56.125
"0500000087","2018-08-01","2018-05-25",68,"Ellis Robertson","0100000029","EB-1134",4200.0,600.0
"0500000087","2018-08-01","2018-05-25",68,"Ellis Robertson","0100000029","MB-1033",3499.125,499.875
"0500000087","2018-08-01","2018-05-25",68,"Ellis Robertson","0100000029","BX-1011",217.875,31.125
"0500000087","2018-08-01","2018-05-25",68,"Ellis Robertson","0100000029","CC-1023",1190.875,170.125
"0500000087","2018-08-01","2018-05-25",68,"Ellis Robertson","0100000029","RO-1002",602.875,86.125
"0500000087","2018-08-01","2018-05-25",68,"Ellis Robertson","0100000029","BX-1014",699.125,99.875
"0500000087","2018-08-01","2018-05-25",68,"Ellis Robertson","0100000029","BX-1015",261.625,37.375
"0500000087","2018-08-01","2018-05-25",68,"Ellis Robertson","0100000029","BX-1015",261.625,37.375
"0500000088","2018-07-30","2018-05-28",63,"Janet Gray","0100000002","HB-1176",1049.125,149.875
"0500000088","2018-07-30","2018-05-28",63,"Janet Gray","0100000002","EB-1136",4375.0,625.0
"0500000088","2018-07-30","2018-05-28",63,"Janet Gray","0100000002","CB-1163",252.0,36.0
"0500000088","2018-07-30","2018-05-28",63,"Janet Gray","0100000002","CB-1162",350.0,50.0
"0500000088","2018-07-30","2018-05-28",63,"Janet Gray","0100000002","EB-1132",1662.5,237.5
"0500000088","2018-07-30","2018-05-28",63,"Janet Gray","0100000002","DB-1081",1311.625,187.375
"0500000088","2018-07-30","2018-05-28",63,"Janet Gray","0100000002","BX-1015",261.625,37.375
"0500000088","2018-07-30","2018-05-28",63,"Janet Gray","0100000002","RC-1053",4024.125,574.875
"0500000089","2018-08-08","2018-05-30",70,"Carroll Pewitt","0100000033","RC-1055",1749.125,249.875
"0500000089","2018-08-08","2018-05-30",70,"Carroll Pewitt","0100000033","EB-1133",1968.75,281.25
"0500000089","2018-08-08","2018-05-30",70,"Carroll Pewitt","0100000033","RC-1056",2186.625,312.375
"0500000090","2018-08-06","2018-06-01",66,"Janet Gray","0100000001","DB-1082",1093.75,156.25
"0500000090","2018-08-06","2018-06-01",66,"Janet Gray","0100000001","RC-1053",4024.125,574.875
"0500000090","2018-08-06","2018-06-01",66,"Janet Gray","0100000001","RO-1003",630.875,90.125
"0500000090","2018-08-06","2018-06-01",66,"Janet Gray","0100000001","HB-1176",1049.125,149.875
"0500000090","2018-08-06","2018-06-01",66,"Janet Gray","0100000001","RC-1056",2186.625,312.375
"0500000091","2018-07-21","2018-06-03",48,"Philipp Egger","0100000035","EB-1132",1662.5,237.5
"0500000091","2018-07-21","2018-06-03",48,"Philipp Egger","0100000035","MB-1034",2186.625,312.375
"0500000092","2018-07-19","2018-06-06",43,"Philipp Egger","0100000037","HB-1175",786.625,112.375
"0500000092","2018-07-19","2018-06-06",43,"Philipp Egger","0100000037","HB-1173",567.875,81.125
"0500000092","2018-07-19","2018-06-06",43,"Philipp Egger","0100000037","HB-1172",699.125,99.875
"0500000092","2018-07-19","2018-06-06",43,"Philipp Egger","0100000037","MB-1031",567.875,81.125
"0500000092","2018-07-19","2018-06-06",43,"Philipp Egger","0100000037","MB-1032",1136.625,162.375
"0500000092","2018-07-19","2018-06-06",43,"Philipp Egger","0100000037","DB-1081",1311.625,187.375
"0500000092","2018-07-19","2018-06-06",43,"Philipp Egger","0100000037","RC-1051",2186.625,312.375
"0500000092","2018-07-19","2018-06-06",43,"Philipp Egger","0100000037","BX-1012",349.125,49.875
"0500000092","2018-07-19","2018-06-06",43,"Philipp Egger","0100000037","BX-1013",392.875,56.125
"0500000093","2018-08-11","2018-06-09",63,"William Mussen","0100000020","HB-1174",331.625,47.375
"0500000093","2018-08-11","2018-06-09",63,"William Mussen","0100000020","RC-1056",2186.625,312.375
"0500000093","2018-08-11","2018-06-09",63,"William Mussen","0100000020","HB-1176",1049.125,149.875
"0500000093","2018-08-11","2018-06-09",63,"William Mussen","0100000020","DB-1083",1049.125,149.875
"0500000093","2018-08-11","2018-06-09",63,"William Mussen","0100000020","MB-1032",1136.625,162.375
"0500000094","2018-08-07","2018-06-09",59,"William Mussen","0100000018","BX-1013",392.875,56.125
"0500000094","2018-08-07","2018-06-09",59,"William Mussen","0100000018","RC-1056",2186.625,312.375
"0500000095","2018-08-03","2018-06-12",52,"Pénélope Duperré","0100000014","BX-1016",279.125,39.875
"0500000095","2018-08-03","2018-06-12",52,"Pénélope Duperré","0100000014","MB-1033",3499.125,499.875
"0500000096","2018-08-08","2018-06-12",57,"Pénélope Duperré","0100000029","RC-1057",4374.125,624.875
"0500000096","2018-08-08","2018-06-12",57,"Pénélope Duperré","0100000029","MB-1033",3499.125,499.875
"0500000096","2018-08-08","2018-06-12",57,"Pénélope Duperré","0100000029","RC-1057",4374.125,624.875
"0500000096","2018-08-08","2018-06-12",57,"Pénélope Duperré","0100000029","BX-1011",217.875,31.125
"0500000096","2018-08-08","2018-06-12",57,"Pénélope Duperré","0100000029","BX-1011",217.875,31.125
"0500000096","2018-08-08","2018-06-12",57,"Pénélope Duperré","0100000029","CB-1162",350.0,50.0
"0500000096","2018-08-08","2018-06-12",57,"Pénélope Duperré","0100000029","RO-1001",459.375,65.625
"0500000096","2018-08-08","2018-06-12",57,"Pénélope Duperré","0100000029","BX-1013",392.875,56.125
"0500000096","2018-08-08","2018-06-12",57,"Pénélope Duperré","0100000029","BX-1013",392.875,56.125
"0500000097","2018-08-22","2018-06-14",69,"Willard Chatman","0100000032","RC-1056",2186.625,312.375
"0500000097","2018-08-22","2018-06-14",69,"Willard Chatman","0100000032","EB-1132",1662.5,237.5
"0500000097","2018-08-22","2018-06-14",69,"Willard Chatman","0100000032","MB-1033",3499.125,499.875
"0500000097","2018-08-22","2018-06-14",69,"Willard Chatman","0100000032","MB-1031",567.875,81.125
"0500000097","2018-08-22","2018-06-14",69,"Willard Chatman","0100000032","BX-1015",261.625,37.375
"0500000097","2018-08-22","2018-06-14",69,"Willard Chatman","0100000032","HB-1171",611.625,87.375
"0500000098","2018-08-29","2018-06-15",75,"William Mussen","0100000024","EB-1133",1968.75,281.25
"0500000098","2018-08-29","2018-06-15",75,"William Mussen","0100000024","MB-1033",3499.125,499.875
"0500000098","2018-08-29","2018-06-15",75,"William Mussen","0100000024","BX-1013",392.875,56.125
"0500000098","2018-08-29","2018-06-15",75,"William Mussen","0100000024","BX-1015",261.625,37.375
"0500000098","2018-08-29","2018-06-15",75,"William Mussen","0100000024","CB-1163",252.0,36.0
"0500000098","2018-08-29","2018-06-15",75,"William Mussen","0100000024","RC-1051",2186.625,312.375
"0500000098","2018-08-29","2018-06-15",75,"William Mussen","0100000024","EB-1136",4375.0,625.0
"0500000098","2018-08-29","2018-06-15",75,"William Mussen","0100000024","EB-1132",1662.5,237.5
"0500000098","2018-08-29","2018-06-15",75,"William Mussen","0100000024","CC-1023",1190.875,170.125
"0500000098","2018-08-29","2018-06-15",75,"William Mussen","0100000024","HB-1173",567.875,81.125
"0500000099","2018-08-06","2018-06-17",50,"Javas Hegde","0100000015","CC-1023",1190.875,170.125
"0500000099","2018-08-06","2018-06-17",50,"Javas Hegde","0100000015","EB-1135",2625.0,375.0
"0500000099","2018-08-06","2018-06-17",50,"Javas Hegde","0100000015","CB-1162",350.0,50.0
"0500000099","2018-08-06","2018-06-17",50,"Javas Hegde","0100000015","CC-1021",1001.0,143.0
"0500000100","2018-08-08","2018-06-19",50,"Haseena al Yousuf","0100000014","CB-1161",349.125,49.875
"0500000100","2018-08-08","2018-06-19",50,"Haseena al Yousuf","0100000014","HB-1171",611.625,87.375
"0500000100","2018-08-08","2018-06-19",50,"Haseena al Yousuf","0100000014","CB-1163",252.0,36.0
"0500000100","2018-08-08","2018-06-19",50,"Haseena al Yousuf","0100000014","CC-1022",1050.0,150.0
"0500000100","2018-08-08","2018-06-19",50,"Haseena al Yousuf","0100000014","CC-1023",1190.875,170.125
"0500000100","2018-08-08","2018-06-19",50,"Haseena al Yousuf","0100000014","RO-1002",602.875,86.125
"0500000100","2018-08-08","2018-06-19",50,"Haseena al Yousuf","0100000014","DB-1083",1049.125,149.875
"0500000100","2018-08-08","2018-06-19",50,"Haseena al Yousuf","0100000014","RC-1054",4811.625,687.375
"0500000100","2018-08-08","2018-06-19",50,"Haseena al Yousuf","0100000014","EB-1134",4200.0,600.0
"0500000100","2018-08-08","2018-06-19",50,"Haseena al Yousuf","0100000014","BX-1014",699.125,99.875
"0500000101","2018-07-31","2018-06-21",40,"Carroll Pewitt","0100000001","RO-1003",630.875,90.125
"0500000101","2018-07-31","2018-06-21",40,"Carroll Pewitt","0100000001","RC-1056",2186.625,312.375
"0500000101","2018-07-31","2018-06-21",40,"Carroll Pewitt","0100000001","CC-1021",1001.0,143.0
"0500000101","2018-07-31","2018-06-21",40,"Carroll Pewitt","0100000001","RO-1001",459.375,65.625
"0500000101","2018-07-31","2018-06-21",40,"Carroll Pewitt","0100000001","HB-1176",1049.125,149.875
"0500000101","2018-07-31","2018-06-21",40,"Carroll Pewitt","0100000001","CB-1162",350.0,50.0
"0500000101","2018-07-31","2018-06-21",40,"Carroll Pewitt","0100000001","DB-1083",1049.125,149.875
"0500000101","2018-07-31","2018-06-21",40,"Carroll Pewitt","0100000001","BX-1016",279.125,39.875
"0500000102","2018-08-28","2018-06-22",67,"Pénélope Duperré","0100000026","BX-1014",699.125,99.875
"0500000103","2018-08-09","2018-06-25",45,"Pénélope Duperré","0100000010","CC-1021",1001.0,143.0
"0500000103","2018-08-09","2018-06-25",45,"Pénélope Duperré","0100000010","RO-1001",459.375,65.625
"0500000103","2018-08-09","2018-06-25",45,"Pénélope Duperré","0100000010","RC-1057",4374.125,624.875
"0500000103","2018-08-09","2018-06-25",45,"Pénélope Duperré","0100000010","CC-1022",1050.0,150.0
"0500000103","2018-08-09","2018-06-25",45,"Pénélope Duperré","0100000010","BX-1011",217.875,31.125
"0500000103","2018-08-09","2018-06-25",45,"Pénélope Duperré","0100000010","RC-1053",4024.125,574.875
"0500000103","2018-08-09","2018-06-25",45,"Pénélope Duperré","0100000010","BX-1011",217.875,31.125
"0500000103","2018-08-09","2018-06-25",45,"Pénélope Duperré","0100000010","HB-1173",567.875,81.125
"0500000103","2018-08-09","2018-06-25",45,"Pénélope Duperré","0100000010","MB-1033",3499.125,499.875
"0500000104","2018-09-02","2018-06-28",66,"Pénélope Duperré","0100000008","RO-1001",459.375,65.625
"0500000104","2018-09-02","2018-06-28",66,"Pénélope Duperré","0100000008","MB-1034",2186.625,312.375
"0500000104","2018-09-02","2018-06-28",66,"Pénélope Duperré","0100000008","BX-1013",392.875,56.125
"0500000105","2018-08-20","2018-06-30",51,"Kenneth Weise","0100000030","RC-1052",3499.125,499.875
"0500000105","2018-08-20","2018-06-30",51,"Kenneth Weise","0100000030","HB-1172",699.125,99.875
"0500000105","2018-08-20","2018-06-30",51,"Kenneth Weise","0100000030","MB-1033",3499.125,499.875
"0500000106","2018-08-10","2018-07-03",38,"Ellis Robertson","0100000005","RO-1003",630.875,90.125
"0500000106","2018-08-10","2018-07-03",38,"Ellis Robertson","0100000005","DB-1081",1311.625,187.375
"0500000106","2018-08-10","2018-07-03",38,"Ellis Robertson","0100000005","DB-1081",1311.625,187.375
"0500000106","2018-08-10","2018-07-03",38,"Ellis Robertson","0100000005","EB-1135",2625.0,375.0
"0500000106","2018-08-10","2018-07-03",38,"Ellis Robertson","0100000005","HB-1174",331.625,47.375
"0500000106","2018-08-10","2018-07-03",38,"Ellis Robertson","0100000005","CC-1022",1050.0,150.0
"0500000107","2018-08-22","2018-07-05",48,"Willard Chatman","0100000034","RC-1051",2186.625,312.375
"0500000107","2018-08-22","2018-07-05",48,"Willard Chatman","0100000034","DB-1082",1093.75,156.25
"0500000107","2018-08-22","2018-07-05",48,"Willard Chatman","0100000034","RO-1002",602.875,86.125
"0500000107","2018-08-22","2018-07-05",48,"Willard Chatman","0100000034","EB-1135",2625.0,375.0
"0500000107","2018-08-22","2018-07-05",48,"Willard Chatman","0100000034","RC-1057",4374.125,624.875
"0500000107","2018-08-22","2018-07-05",48,"Willard Chatman","0100000034","BX-1013",392.875,56.125
"0500000107","2018-08-22","2018-07-05",48,"Willard Chatman","0100000034","BX-1016",279.125,39.875
"0500000107","2018-08-22","2018-07-05",48,"Willard Chatman","0100000034","BX-1015",261.625,37.375
"0500000107","2018-08-22","2018-07-05",48,"Willard Chatman","0100000034","RC-1055",1749.125,249.875
"0500000108","2018-08-23","2018-07-06",48,"Nelson Wilkens","0100000000","MB-1032",1136.625,162.375
"0500000108","2018-08-23","2018-07-06",48,"Nelson Wilkens","0100000000","BX-1014",699.125,99.875
"0500000108","2018-08-23","2018-07-06",48,"Nelson Wilkens","0100000000","BX-1013",392.875,56.125
"0500000108","2018-08-23","2018-07-06",48,"Nelson Wilkens","0100000000","BX-1012",349.125,49.875
"0500000108","2018-08-23","2018-07-06",48,"Nelson Wilkens","0100000000","BX-1015",261.625,37.375
"0500000108","2018-08-23","2018-07-06",48,"Nelson Wilkens","0100000000","MB-1034",2186.625,312.375
"0500000108","2018-08-23","2018-07-06",48,"Nelson Wilkens","0100000000","HB-1172",699.125,99.875
"0500000108","2018-08-23","2018-07-06",48,"Nelson Wilkens","0100000000","RC-1055",1749.125,249.875
"0500000108","2018-08-23","2018-07-06",48,"Nelson Wilkens","0100000000","CC-1023",1190.875,170.125
"0500000108","2018-08-23","2018-07-06",48,"Nelson Wilkens","0100000000","EB-1133",1968.75,281.25
"0500000109","2018-09-11","2018-07-06",67,"William Mussen","0100000022","RC-1054",4811.625,687.375
"0500000109","2018-09-11","2018-07-06",67,"William Mussen","0100000022","RC-1054",4811.625,687.375
"0500000110","2018-08-29","2018-07-07",53,"Ellis Robertson","0100000009","EB-1134",4200.0,600.0
"0500000110","2018-08-29","2018-07-07",53,"Ellis Robertson","0100000009","RC-1056",2186.625,312.375
"0500000110","2018-08-29","2018-07-07",53,"Ellis Robertson","0100000009","MB-1033",3499.125,499.875
"0500000111","2018-08-24","2018-07-07",48,"Philipp Egger","0100000026","CB-1163",252.0,36.0
"0500000111","2018-08-24","2018-07-07",48,"Philipp Egger","0100000026","BX-1011",217.875,31.125
"0500000111","2018-08-24","2018-07-07",48,"Philipp Egger","0100000026","EB-1134",4200.0,600.0
"0500000111","2018-08-24","2018-07-07",48,"Philipp Egger","0100000026","RC-1055",1749.125,249.875
"0500000113","2018-09-03","2018-07-12",53,"Kirk Lee","0100000001","RC-1057",4374.125,624.875
"0500000113","2018-09-03","2018-07-12",53,"Kirk Lee","0100000001","BX-1013",392.875,56.125
"0500000113","2018-09-03","2018-07-12",53,"Kirk Lee","0100000001","RC-1052",3499.125,499.875
"0500000113","2018-09-03","2018-07-12",53,"Kirk Lee","0100000001","CB-1161",349.125,49.875
"0500000113","2018-09-03","2018-07-12",53,"Kirk Lee","0100000001","RC-1057",4374.125,624.875
"0500000113","2018-09-03","2018-07-12",53,"Kirk Lee","0100000001","EB-1135",2625.0,375.0
"0500000114","2018-09-02","2018-07-13",51,"Willard Chatman","0100000034","DB-1082",1093.75,156.25
"0500000114","2018-09-02","2018-07-13",51,"Willard Chatman","0100000034","RO-1003",630.875,90.125
"0500000114","2018-09-02","2018-07-13",51,"Willard Chatman","0100000034","BX-1013",392.875,56.125
"0500000115","2018-08-29","2018-07-15",45,"Willard Chatman","0100000003","RC-1054",4811.625,687.375
"0500000115","2018-08-29","2018-07-15",45,"Willard Chatman","0100000003","CC-1021",1001.0,143.0
"0500000115","2018-08-29","2018-07-15",45,"Willard Chatman","0100000003","EB-1134",4200.0,600.0
"0500000115","2018-08-29","2018-07-15",45,"Willard Chatman","0100000003","BX-1016",279.125,39.875
"0500000116","2018-09-13","2018-07-16",59,"Ellis Robertson","0100000036","HB-1173",567.875,81.125
"0500000116","2018-09-13","2018-07-16",59,"Ellis Robertson","0100000036","BX-1013",392.875,56.125
"0500000117","2018-09-09","2018-07-19",52,"Pénélope Duperré","0100000027","MB-1034",2186.625,312.375
"0500000118","2018-09-17","2018-07-21",58,"William Mussen","0100000015","MB-1031",567.875,81.125
"0500000118","2018-09-17","2018-07-21",58,"William Mussen","0100000015","BX-1015",261.625,37.375
"0500000118","2018-09-17","2018-07-21",58,"William Mussen","0100000015","BX-1013",392.875,56.125
"0500000118","2018-09-17","2018-07-21",58,"William Mussen","0100000015","RC-1056",2186.625,312.375
"0500000118","2018-09-17","2018-07-21",58,"William Mussen","0100000015","MB-1031",567.875,81.125
"0500000118","2018-09-17","2018-07-21",58,"William Mussen","0100000015","CC-1023",1190.875,170.125
"0500000118","2018-09-17","2018-07-21",58,"William Mussen","0100000015","HB-1172",699.125,99.875
"0500000118","2018-09-17","2018-07-21",58,"William Mussen","0100000015","EB-1131",1312.5,187.5
"0500000118","2018-09-17","2018-07-21",58,"William Mussen","0100000015","CC-1023",1190.875,170.125
"0500000118","2018-09-17","2018-07-21",58,"William Mussen","0100000015","EB-1135",2625.0,375.0
"0500000119","2018-09-08","2018-07-22",48,"William Mussen","0100000019","RC-1055",1749.125,249.875
"0500000119","2018-09-08","2018-07-22",48,"William Mussen","0100000019","RC-1051",2186.625,312.375
"0500000119","2018-09-08","2018-07-22",48,"William Mussen","0100000019","BX-1014",699.125,99.875
"0500000119","2018-09-08","2018-07-22",48,"William Mussen","0100000019","EB-1132",1662.5,237.5
"0500000119","2018-09-08","2018-07-22",48,"William Mussen","0100000019","CB-1163",252.0,36.0
"0500000119","2018-09-08","2018-07-22",48,"William Mussen","0100000019","RC-1053",4024.125,574.875
"0500000120","2018-09-20","2018-07-22",60,"William Mussen","0100000016","RC-1053",4024.125,574.875
"0500000120","2018-09-20","2018-07-22",60,"William Mussen","0100000016","RC-1052",3499.125,499.875
"0500000120","2018-09-20","2018-07-22",60,"William Mussen","0100000016","RO-1003",630.875,90.125
"0500000120","2018-09-20","2018-07-22",60,"William Mussen","0100000016","RC-1057",4374.125,624.875
"0500000120","2018-09-20","2018-07-22",60,"William Mussen","0100000016","RC-1055",1749.125,249.875
"0500000121","2018-09-30","2018-07-23",69,"Javas Hegde","0100000021","HB-1172",699.125,99.875
"0500000121","2018-09-30","2018-07-23",69,"Javas Hegde","0100000021","BX-1012",349.125,49.875
"0500000121","2018-09-30","2018-07-23",69,"Javas Hegde","0100000021","BX-1016",279.125,39.875
"0500000121","2018-09-30","2018-07-23",69,"Javas Hegde","0100000021","CC-1022",1050.0,150.0
"0500000121","2018-09-30","2018-07-23",69,"Javas Hegde","0100000021","EB-1136",4375.0,625.0
"0500000121","2018-09-30","2018-07-23",69,"Javas Hegde","0100000021","HB-1176",1049.125,149.875
"0500000122","2018-09-21","2018-07-24",59,"Javas Hegde","0100000020","CB-1163",252.0,36.0
"0500000122","2018-09-21","2018-07-24",59,"Javas Hegde","0100000020","HB-1174",331.625,47.375
"0500000122","2018-09-21","2018-07-24",59,"Javas Hegde","0100000020","RC-1052",3499.125,499.875
"0500000122","2018-09-21","2018-07-24",59,"Javas Hegde","0100000020","DB-1081",1311.625,187.375
"0500000122","2018-09-21","2018-07-24",59,"Javas Hegde","0100000020","HB-1171",611.625,87.375
"0500000122","2018-09-21","2018-07-24",59,"Javas Hegde","0100000020","DB-1082",1093.75,156.25
"0500000122","2018-09-21","2018-07-24",59,"Javas Hegde","0100000020","RO-1003",630.875,90.125
"0500000122","2018-09-21","2018-07-24",59,"Javas Hegde","0100000020","BX-1012",349.125,49.875
"0500000122","2018-09-21","2018-07-24",59,"Javas Hegde","0100000020","BX-1013",392.875,56.125
"0500000123","2018-09-20","2018-07-24",58,"Derrick Magill","0100000033","BX-1015",261.625,37.375
"0500000123","2018-09-20","2018-07-24",58,"Derrick Magill","0100000033","DB-1081",1311.625,187.375
"0500000123","2018-09-20","2018-07-24",58,"Derrick Magill","0100000033","MB-1033",3499.125,499.875
"0500000123","2018-09-20","2018-07-24",58,"Derrick Magill","0100000033","BX-1015",261.625,37.375
"0500000123","2018-09-20","2018-07-24",58,"Derrick Magill","0100000033","EB-1131",1312.5,187.5
"0500000123","2018-09-20","2018-07-24",58,"Derrick Magill","0100000033","CC-1022",1050.0,150.0
"0500000123","2018-09-20","2018-07-24",58,"Derrick Magill","0100000033","MB-1031",567.875,81.125
"0500000123","2018-09-20","2018-07-24",58,"Derrick Magill","0100000033","MB-1033",3499.125,499.875
"0500000124","2018-09-14","2018-07-26",50,"Ellis Robertson","0100000008","RC-1051",2186.625,312.375
"0500000124","2018-09-14","2018-07-26",50,"Ellis Robertson","0100000008","EB-1134",4200.0,600.0
"0500000124","2018-09-14","2018-07-26",50,"Ellis Robertson","0100000008","DB-1081",1311.625,187.375
"0500000124","2018-09-14","2018-07-26",50,"Ellis Robertson","0100000008","DB-1082",1093.75,156.25
"0500000124","2018-09-14","2018-07-26",50,"Ellis Robertson","0100000008","EB-1131",1312.5,187.5
"0500000124","2018-09-14","2018-07-26",50,"Ellis Robertson","0100000008","EB-1133",1968.75,281.25
"0500000125","2018-09-27","2018-07-26",63,"Haseena al Yousuf","0100000028","HB-1176",1049.125,149.875
"0500000125","2018-09-27","2018-07-26",63,"Haseena al Yousuf","0100000028","CB-1162",350.0,50.0
"0500000125","2018-09-27","2018-07-26",63,"Haseena al Yousuf","0100000028","EB-1134",4200.0,600.0
"0500000125","2018-09-27","2018-07-26",63,"Haseena al Yousuf","0100000028","MB-1034",2186.625,312.375
"0500000126","2018-10-07","2018-07-27",72,"Ellis Robertson","0100000006","EB-1137",6912.5,987.5
"0500000126","2018-10-07","2018-07-27",72,"Ellis Robertson","0100000006","RO-1003",630.875,90.125
"0500000126","2018-10-07","2018-07-27",72,"Ellis Robertson","0100000006","BX-1013",392.875,56.125
"0500000126","2018-10-07","2018-07-27",72,"Ellis Robertson","0100000006","RC-1052",3499.125,499.875
"0500000126","2018-10-07","2018-07-27",72,"Ellis Robertson","0100000006","EB-1137",6912.5,987.5
"0500000126","2018-10-07","2018-07-27",72,"Ellis Robertson","0100000006","EB-1131",1312.5,187.5
"0500000126","2018-10-07","2018-07-27",72,"Ellis Robertson","0100000006","HB-1174",331.625,47.375
"0500000126","2018-10-07","2018-07-27",72,"Ellis Robertson","0100000006","BX-1011",217.875,31.125
"0500000126","2018-10-07","2018-07-27",72,"Ellis Robertson","0100000006","BX-1013",392.875,56.125
"0500000127","2018-09-06","2018-07-27",41,"William Mussen","0100000023","DB-1083",1049.125,149.875
"0500000127","2018-09-06","2018-07-27",41,"William Mussen","0100000023","RC-1053",4024.125,574.875
"0500000128","2018-09-26","2018-07-27",61,"Derrick Magill","0100000032","CC-1023",1190.875,170.125
"0500000128","2018-09-26","2018-07-27",61,"Derrick Magill","0100000032","DB-1083",1049.125,149.875
"0500000128","2018-09-26","2018-07-27",61,"Derrick Magill","0100000032","DB-1081",1311.625,187.375
"0500000128","2018-09-26","2018-07-27",61,"Derrick Magill","0100000032","DB-1082",1093.75,156.25
"0500000128","2018-09-26","2018-07-27",61,"Derrick Magill","0100000032","CC-1021",1001.0,143.0
"0500000128","2018-09-26","2018-07-27",61,"Derrick Magill","0100000032","BX-1014",699.125,99.875
"0500000129","2018-10-07","2018-07-30",69,"Ellis Robertson","0100000005","CB-1161",349.125,49.875
"0500000129","2018-10-07","2018-07-30",69,"Ellis Robertson","0100000005","RC-1053",4024.125,574.875
"0500000129","2018-10-07","2018-07-30",69,"Ellis Robertson","0100000005","CC-1021",1001.0,143.0
"0500000129","2018-10-07","2018-07-30",69,"Ellis Robertson","0100000005","CB-1161",349.125,49.875
"0500000129","2018-10-07","2018-07-30",69,"Ellis Robertson","0100000005","EB-1137",6912.5,987.5
"0500000130","2018-10-09","2018-08-02",68,"Haseena al Yousuf","0100000038","EB-1131",1312.5,187.5
"0500000130","2018-10-09","2018-08-02",68,"Haseena al Yousuf","0100000038","MB-1033",3499.125,499.875
"0500000130","2018-10-09","2018-08-02",68,"Haseena al Yousuf","0100000038","RC-1055",1749.125,249.875
"0500000130","2018-10-09","2018-08-02",68,"Haseena al Yousuf","0100000038","MB-1034",2186.625,312.375
"0500000130","2018-10-09","2018-08-02",68,"Haseena al Yousuf","0100000038","HB-1176",1049.125,149.875
"0500000130","2018-10-09","2018-08-02",68,"Haseena al Yousuf","0100000038","EB-1136",4375.0,625.0
"0500000130","2018-10-09","2018-08-02",68,"Haseena al Yousuf","0100000038","BX-1012",349.125,49.875
"0500000130","2018-10-09","2018-08-02",68,"Haseena al Yousuf","0100000038","CB-1163",252.0,36.0
"0500000130","2018-10-09","2018-08-02",68,"Haseena al Yousuf","0100000038","MB-1033",3499.125,499.875
"0500000131","2018-10-10","2018-08-05",66,"Janet Gray","0100000001","DB-1081",1311.625,187.375
"0500000131","2018-10-10","2018-08-05",66,"Janet Gray","0100000001","MB-1031",567.875,81.125
"0500000131","2018-10-10","2018-08-05",66,"Janet Gray","0100000001","RC-1054",4811.625,687.375
"0500000131","2018-10-10","2018-08-05",66,"Janet Gray","0100000001","CB-1163",252.0,36.0
"0500000131","2018-10-10","2018-08-05",66,"Janet Gray","0100000001","HB-1174",331.625,47.375
"0500000131","2018-10-10","2018-08-05",66,"Janet Gray","0100000001","RO-1001",459.375,65.625
"0500000131","2018-10-10","2018-08-05",66,"Janet Gray","0100000001","EB-1132",1662.5,237.5
"0500000131","2018-10-10","2018-08-05",66,"Janet Gray","0100000001","EB-1131",1312.5,187.5
"0500000131","2018-10-10","2018-08-05",66,"Janet Gray","0100000001","BX-1015",261.625,37.375
"0500000132","2018-10-06","2018-08-08",59,"Pénélope Duperré","0100000029","DB-1081",1311.625,187.375
"0500000132","2018-10-06","2018-08-08",59,"Pénélope Duperré","0100000029","RC-1057",4374.125,624.875
"0500000133","2018-10-16","2018-08-11",66,"Javas Hegde","0100000016","DB-1083",1049.125,149.875
"0500000133","2018-10-16","2018-08-11",66,"Javas Hegde","0100000016","RO-1003",630.875,90.125
"0500000134","2018-10-14","2018-08-14",61,"Javas Hegde","0100000024","DB-1081",1311.625,187.375
"0500000134","2018-10-14","2018-08-14",61,"Javas Hegde","0100000024","EB-1136",4375.0,625.0
"0500000134","2018-10-14","2018-08-14",61,"Javas Hegde","0100000024","CC-1023",1190.875,170.125
"0500000134","2018-10-14","2018-08-14",61,"Javas Hegde","0100000024","BX-1013",392.875,56.125
